id,question,cot,answer,unit
LD109,"Two charges q1 = -2 × 10^-8 C and q2 = -5 × 10^-8 C are placed at points A and B, 12 cm apart in the air. A third charge q3 = -5 × 10^-8 C is placed at point C, given that the distance from C to A is 5 cm and the distance from C to B is 9 cm. Calculate the net electric force acting on q3.","Step 1: Identify the given charges and distances, converting units to meters.
Step 2: q1 = -2 × 10^-8 C, q2 = -5 × 10^-8 C, q3 = -5 × 10^-8 C.
Step 3: r_CA = 5 cm = 0.05 m, r_CB = 9 cm = 0.09 m, r_AB = 12 cm = 0.12 m.
Step 4: Use Coulomb's constant k = 9 × 10^9 N m^2/C^2 as charges are in air.
Step 5: The magnitude of the net electric force acting on q3 is approximately 3.5 × 10^-3 N.",3.5*10^-3,N
LD273,"Two point charges q1 = +7 × 10^-6 C and q2 = -7 × 10^-6 C are placed at points A and B, separated by 6 cm. A third point charge q3 = +7 × 10^-6 C is placed at the midpoint of AB. Calculate the electric force acting on q3.","Step 1: The given charges are q1 = +7 × 10^-6 C, q2 = -7 × 10^-6 C, and q3 = +7 × 10^-6 C.
Step 2: Charges q1 and q2 are separated by 6 cm. Charge q3 is placed at the midpoint of AB. Therefore, the distance from q1 to q3 (r13) is 6 cm / 2 = 3 cm, and the distance from q2 to q3 (r23) is also 3 cm. Converting to meters, r13 = r23 = 0.03 m.
Step 3: Calculate the magnitude of the force F13 exerted by q1 on q3 using Coulomb's Law, F = k × |q_a × q_b| / r^2. F13 = (9 × 10^9 N m^2 / C^2) × |(7 × 10^-6 C) × (7 × 10^-6 C)| / (0.03 m)^2 = 490 N.
Step 4: Since q1 is positive and q3 is positive, the force F13 is repulsive, acting away from q1 along the line AB.
Step 5: The magnitude of the net electric force acting on q3 is 980 N.",980.0,N
LD353,"Two electric charges, q1 = 5.3 × 10^-6 C and q2 = 3.0 × 10^-6 C, are placed at two points. Both points are 3.3 cm away from a central point M. The lines connecting these points to M form an angle of 60°. Calculate the resultant electric field strength at M. Give your answer rounded two decimal places.","Step 2: Convert the distance from centimeters to meters.
r = 3.3 cm = 0.033 m.
Step 3: Calculate the magnitude of the electric field strength E1 at M due to charge q1.
E1 = (9.0 × 10⁹ × 5.3 × 10⁻⁶) / 0.033² = 47700 / 0.001089 ≈ 43801652.89 V/m.
Step 4: Calculate the magnitude of the electric field strength E2 at M due to charge q2.
E2 = (9.0 × 10⁹ × 3.0 × 10⁻⁶) / 0.033² = 27000 / 0.001089 ≈ 24793388.43 V/m.
Step 5: Calculate the net electric field strength at M.
Since both charges are positive, the vectors E1 and E2 point away from their respective charges. The angle between the two vectors at point M is 60°.
Enet = √(E1² + E2² + 2 × E1 × E2 × cos(60°))
Enet = √((4.380 × 10⁷)² + (2.479 × 10⁷)² + 2 × 4.380 × 10⁷ × 2.479 × 10⁷ × 0.5)
Enet = √(1.9186 × 10¹⁵ + 6.1454 × 10¹⁴ + 1.0858 × 10¹⁵)
Enet = √3.6189 × 10¹⁵ ≈ 6.02 × 10⁷ V/m.",6.02 × 10^7,V/m
LD105,"Two electric charges q1 = +4 × 10^-8 C and q2 = +9 × 10^-8 C are placed at two points A and B, 5 cm apart, in the air. A third charge q3 = -9 × 10^-8 C is placed at point C, given that the distance from C to A is 3 cm and from C to B is 4 cm. Calculate the net electrostatic force acting on q3.","Step 1: Convert given distances from centimeters to meters and state the value of Coulomb's constant (k).
Step 2: Check the geometric relationship between points A, B, and C using the given distances.
Step 3: Calculate the magnitude of the electrostatic force (F13) exerted by q1 on q3 using Coulomb's Law.
Step 4: Calculate the magnitude of the electrostatic force (F23) exerted by q2 on q3 using Coulomb's Law.
Step 5: The magnitude of the net electrostatic force acting on q3 is approximately 0.058 N.",0.058,N
DT059,"A dust particle with a mass of 3.6 x 10⁻¹⁵ kg, carrying an electric charge of 4.8 x 10⁻¹⁸ C, is in equilibrium between two oppositely charged, parallel horizontal metal plates. Calculate the electric field strength between the two metal plates. Take g = 10 m/s².","Step 1: Identify the forces acting on the dust particle. Since the particle is in equilibrium, the upward electric force balances the downward gravitational force.
Step 2: State the equilibrium condition: Electric Force (Fe) = Gravitational Force (Fg).
Step 3: Substitute the formulas for electric force (Fe = qE) and gravitational force (Fg = mg) into the equilibrium condition: qE = mg.
Step 4: Rearrange the equation to solve for the electric field strength (E): E = mg/q.
Step 5: The magnitude of the resultant electric field at point A is 7500 V / m.",7500,V/m
DT055,"At three vertices of a square with side length a = 40cm, three equal positive point charges (q1 = q2 = q3 = 5 x 10^-9 C) are placed. What is the magnitude of the electric field vector at the fourth vertex of the square?","Step 1: The electric field magnitude due to a point charge q at a distance r is given by E = k × |q| / r^2, where k = 9 x 10^9 N m^2/C^2.
Step 2: Convert the side length of the square from centimeters to meters: a = 40 cm = 0.4 m.
Step 3: Let the fourth vertex be the origin (0,0). Two charges are at (a,0) and (0,a), each at distance a from the origin. The third charge is at (a,a) at a distance of r_diag = sqrt(a^2 + a^2) = a*sqrt(2) from the origin.
Step 4: Calculate the magnitude of the electric field from the two charges located at distance 'a' (let's call them E_a): E_a = k × q / a^2 = (9 x 10^9 N m^2/C^2) × (5 x 10^-9 C) / (0.4 m)^2 = 45 / 0.16 = 281.25 N/C.
Step 5: The magnitude of the resultant electric field at the fourth vertex of the square is approximately 538 N / C.",538,N/C
DT084,"At the three vertices of a right triangle (right-angled at A), with side lengths a = 50 cm, b = 40 cm, c = 30 cm, charges q1 = q2 = q3 = 10^–9 C are placed. Determine the electric field vector at point H, where H is the foot of the altitude dropped from vertex A.","Step 1: Identify the given values: charges q1 = q2 = q3 = q = 10⁻⁹ C, side lengths a = 50 cm, b = 40 cm, c = 30 cm. The triangle is right-angled at A. Point H is the foot of the altitude from A to the hypotenuse BC.
Step 2: Calculate the length of the altitude AH (let's call it h) using the area of the right triangle. The area of triangle ABC can be (1/2) × base × height = (1/2) × AB × AC = (1/2) × c × b = (1/2) × 30 cm × 40 cm = 600 cm². Alternatively, Area = (1/2) × hypotenuse × altitude = (1/2) × BC × AH = (1/2) × a × h. Thus, (1/2) × 50 cm × h = 600 cm², which gives h = 1200 / 50 = 24 cm. So, the distance from charge q1 (at A) to H is r_AH = 24 cm.
Step 3: Calculate the lengths of the segments BH and CH on the hypotenuse. In the right triangle ABH, BH² = AB² - AH² = 30² - 24² = 900 - 576 = 324, so BH = 18 cm. In the right triangle ACH, CH² = AC² - AH² = 40² - 24² = 1600 - 576 = 1024, so CH = 32 cm. (Check: BH + CH = 18 + 32 = 50 cm = a, which is correct).
Step 4: Convert all relevant distances to meters: r_AH = 0.24 m, r_BH = 0.18 m, r_CH = 0.32 m. Use Coulomb's constant k = 8.9875 × 10⁹ N×m²/C².
Step 5: The magnitude of the resultant electric field at point H is approximately 245.91 N / C.",245.91,N/C
DT043,"An electron moves along the electric field lines of a uniform electric field with an electric field strength E = 100 V / m. Its initial velocity is 300 km / s, in the direction of the electric field vector E. What distance does the electron travel before its velocity reduces to zero?","Step 1: Identify the given values from the question: Electric field strength E = 100 V / m, initial velocity v_0 = 300 km / s, and final velocity v_f = 0 m / s.
Step 2: Convert the initial velocity to standard units: v_0 = 300 × 10^3 m / s.
Step 3: The electric force (F) on an electron with charge |q| in an electric field E is F = |q|E.
Step 4: According to Newton's second law, this force causes an acceleration (a) given by F = m_e × a, where m_e is the mass of the electron. Therefore, a = |q|E / m_e.
Step 5: The electron travels a distance of approximately 2.56 mm before its velocity reduces to zero.",2.56,mm
DT092,"Given three point charges q1 = -2 μC, q2 = 3 μC, and q3 = -1 μC, placed at three collinear points A, B, and C. Point M is to the left of A and point N is to the right of C, such that MA = AB = BC = CN = 10 cm. Calculate the magnitude of the electric field strength at point M.","Step 1: Identify the given charge values and distances, and convert them to standard units.
Step 2: Determine the distance from each charge to point M.
Step 3: Calculate the magnitude of the electric field due to each charge at point M using Coulomb's Law, E = k|q|/r².
Step 4: Determine the direction of each electric field at point M. Assume the positive direction is to the right.
Step 5: The magnitude of the resultant electric field at point M is 1.23 x 10⁶ V / m.",1.23 . 10^6,V/m
DT025,"Given two point charges located along the Ox axis: charge q1 = -9 x 10^-6 C is placed at the origin O, and charge q2 = 4 x 10^-6 C is located 20 cm from the origin. What is the coordinate on the Ox axis where the electric field strength is zero?","Step 1: Identify the given charges and their positions.
Step 2: Determine the possible regions where the net electric field can be zero.
Step 3: Set up the equation for the magnitudes of the electric fields.
Step 4: Substitute the values into the magnitude equality equation.
Step 5: The electric field strength is zero at x = 60 cm.",60,cm
DT042,"A point charge q is placed in a homogeneous, infinite medium with a dielectric constant of 2.5. At point M, 0.4m away from q, the electric field vector has a magnitude of 9 x 10^5 V / m and points towards the charge q. Which of the following statements is correct regarding the sign and magnitude of charge q?","Step 1: The electric field vector at point M points towards the charge q, indicating that q is a negative charge.
Step 2: The formula for the electric field magnitude E produced by a point charge q in a dielectric medium is E = (1 / (4πε_0ε_r)) × (|q| / r^2), where ε_0 is the permittivity of free space and ε_r is the dielectric constant.
Step 3: This formula can be written as E = (k_e / ε_r) × (|q| / r^2), where k_e is Coulomb's constant (approximately 9 x 10^9 N m^2/C^2).
Step 4: Rearrange the formula to solve for the magnitude of the charge |q|: |q| = E × r^2 × (ε_r / k_e).
Step 5: The charge q is -4 x 10^-5 C.",-0.4 . 10^{-4},C
DT036,"At two points A and B, separated by 20 cm in air, charges q1 = -9 x 10⁻⁶ C and q2 = -4 x 10⁻⁶ C are placed. Find point M where the resultant electric field strength due to these two charges is zero. Calculate AM.","Step 1: Identify the given values: charge q1 = -9 x 10⁻⁶ C at point A, charge q2 = -4 x 10⁻⁶ C at point B, and the separation between A and B is 20 cm (0.20 m).
Step 2: Determine the region where the resultant electric field can be zero. Since both charges are negative, the electric field from each charge points towards that charge. For the fields to cancel, they must point in opposite directions, which can only occur at a point M located between A and B.
Step 3: Let AM be the distance x. Then the distance BM will be (0.20 m - x). The magnitude of the electric field E1 due to q1 at M is E1 = k|q1|/x², and the magnitude of the electric field E2 due to q2 at M is E2 = k|q2|/(0.20 - x)².
Step 4: For the resultant electric field to be zero, the magnitudes of the two fields must be equal: E1 = E2.
Step 5: Therefore, the net electric field is zero at point M located between the two charges, at a distance of 12 cm from point A.",12,cm
DT090,"An infinitely long straight wire, placed in the air, is uniformly charged with a linear charge density λ = -6 x 10^-9 C / m. Calculate the electric field strength generated by this wire at point M, which is a distance r = 20 cm from the wire.","Step 1: Identify the given linear charge density λ = -6 x 10⁻⁹ C / m and the distance from the wire r = 20 cm.
Step 2: The quantity to be calculated is the electric field strength (E) at point M.
Step 3: Convert the distance to meters: r = 20 cm = 0.20 m.
Step 4: The formula for the magnitude of the electric field strength (E) due to an infinitely long straight charged wire is E = |λ| / (2πε₀r), where ε₀ is the permittivity of free space.
Step 5: The magnitude of the resultant electric field at point M is 540 V / m.",540,V/m
DT058,"The electric field strength produced by a point charge +Q at point A, a distance r away from it, has a magnitude of E (V/m). If the charge is replaced by -2Q and the distance to A is halved, what will be the magnitude of the electric field strength at A?","Step 1: The magnitude of the electric field strength (E) produced by a point charge Q at a distance r is given by the formula E = k × |Q| / r², where k is Coulomb's constant.
Step 2: For the initial situation, the charge is +Q and the distance is r, so the given electric field magnitude is E = k × |+Q| / r² = kQ/r².
Step 3: In the new situation, the charge is replaced by -2Q and the distance is halved to r/2.
Step 4: The magnitude of the new electric field strength, let's call it E', will be E' = k × |-2Q| / (r/2)².
Step 5: The magnitude of the resultant electric field at point A is 8E V / m.",8E,V/m
DT040,"At two vertices A and B of an equilateral triangle ABC with side length 'a', two point charges q1 = q2 = 4 x 10^-9 C are placed in air. What value must charge q3 have at vertex C so that the electric field strength produced by the system of three charges at the centroid G of the triangle is zero?","Step 1: Identify the charges q1, q2, q3 at vertices A, B, C respectively, and the point of interest G (the centroid) where the net electric field must be zero.
Step 2: Recognize that for an equilateral triangle with side length 'a', the distance from each vertex to the centroid is equal: GA = GB = GC = a/√3.
Step 3: Calculate the magnitude of the electric field contributions from q1 and q2 at G. Since q1 = q2 = 4 x 10^-9 C and GA = GB, the magnitudes E1 (due to q1) and E2 (due to q2) at G are equal: E1 = E2 = k × q1 / (a/√3)^2.
Step 4: Determine the directions of E1 and E2 at G. E1 points away from A along GA, and E2 points away from B along GB. The angle between these two field vectors at G is 120 degrees.
Step 5: Therefore, the charge q3 must have a value of 4 x 10^-9 C to make the net electric field at the centroid G zero.",4 . 10^{-9},C
DT093,"Given three point charges: q1 = -2 μC, q2 = 3 μC, and q3 = -1 μC, placed at three collinear points A, B, and C. Point M is located to the left of A, and point N is located to the right of C, such that MA = AB = BC = CN = 10 cm. Calculate the magnitude of the electric field intensity (or electric field strength) at point N.","Step 1: Identify the given charges and their positions. q1 = -2 μC at point A, q2 = 3 μC at point B, q3 = -1 μC at point C.
Step 2: Determine the relative positions and distances. Given MA = AB = BC = CN = 10 cm = 0.1 m. If A is at position 0, B is at 0.1 m, C is at 0.2 m, and point N is at 0.2 m + 0.1 m = 0.3 m.
Step 3: Calculate the distance from each charge to point N. r1 (q1 to N) = 0.3 m, r2 (q2 to N) = 0.2 m, r3 (q3 to N) = 0.1 m. The Coulomb's constant k = 9 x 10^9 N m^2/C^2.
Step 4: Calculate the electric field E1 at N due to q1. E1 = k × |q1| / r1^2 = (9 × 10^9 N m^2/C^2) × (2 × 10^-6 C) / (0.3 m)^2 = 200,000 N/C. Since q1 is negative, E1 points towards q1 (left).
Step 5: The magnitude of the resultant electric field at point N is 4.25 x 10⁵ V / m.",4.25 . 10^5,V/m
DT030,"Given two electric charges q1 = 9 x 10^-8 C and q2 = -16 x 10^-8 C are placed at two points A and B in air, separated by 12cm. Find the point where the electric field vector is zero, and calculate its distance from B.","Step 1: Identify the given charges q1 = 9 x 10^-8 C and q2 = -16 x 10^-8 C, and their separation distance AB = 12cm = 0.12m.
Step 2: Since the charges have opposite signs and different magnitudes, the point where the net electric field is zero must lie outside the segment AB, on the side of the charge with the smaller magnitude. In this case, |q1| < |q2|, so the point is on the line extending from B through A.
Step 3: Let x be the distance from point A to this zero-field point. The distance from point B to this point will then be (0.12m + x).
Step 4: For the net electric field to be zero, the magnitudes of the electric fields created by q1 (E1) and q2 (E2) at this point must be equal: E1 = E2.
Step 5: Therefore, the net electric field is zero at a point located on the extension of line AB (on the side of A), at a distance of 48 cm from point B.",48,cm
DT083,"A flat, circular conducting disk, with a radius R = 10 cm, is uniformly charged with a surface charge density σ. Calculate the axial component of the electric field strength, Ez, at point P located on the axis perpendicular to the center of the disk (i.e., the z-axis), at a distance z = 5 cm from the center of the disk, given that σ = 5 × 10^-6 C/m^2.","Step 1: Convert the given values to meters:  R = 10 cm = 0.10 m and z = 5 cm = 0.05 m.
Step 2: Use the formula for the axial electric field of a uniformly charged disk: E_z = (σ / (2ε₀)) × (1 - z / √(R² + z²)).
Step 3: Substitute the given values: E_z = (5 × 10⁻⁶ / (2ε₀)) × (1 - 0.05 / √(0.10² + 0.05²)).
Step 4: The axial component of the electric field strength E_z at point P is approximately 156154.35 V / m.",156154.35,V/m
THCB115,The force measurement result: 15.0 ± 0.3 N. Calculate the percentage relative error.,"Step 1: Identify measured force F = 15.0 N and absolute uncertainty ΔF = 0.3 N.
Step 2: Calculate relative error: 0.3 / 15.0 = 0.02.
Step 3: Convert to percentage: 0.02 × 100%.
Step 4: Final calculation: 2.0%.",2.0,%
THCB119,The resistance measurement result is: 12.0 ± 0.2 Ω. Calculate the percentage relative uncertainty.,"Step 1: Identify the measured resistance R = 12.0 Ω and absolute uncertainty ΔR = 0.2 Ω.
Step 2: Calculate the relative uncertainty: 0.2 / 12.0 ≈ 0.0167.
Step 3: Convert to percentage: 0.0167 × 100%.
Step 4: Final calculation: 1.67%.",1.67,%
THCB125,A student measures the length of a table as 1.20 m using a ruler with a least count (or smallest division) of 0.01 m. Calculate the percentage relative error.,"Step 1: Identify measured length L = 1.20 m and least count ΔL = 0.01 m.
Step 2: Calculate the relative error: 0.01 / 1.20 ≈ 0.00833.
Step 3: Convert to percentage: 0.00833 × 100%.
Step 4: Final calculation: ≈ 0.83%.",0.83,%
THCB093,"The true value is 30.0 cm, the measured result is 29.7 cm. Calculate the absolute error and the relative error.","Step 1: Identify true value = 30.0 cm and measured result = 29.7 cm.
Step 2: Calculate absolute error: |29.7 - 30.0| = 0.3 cm.
Step 3: Calculate relative error: 0.3 / 30.0.
Step 4: Final calculation: 0.01 (or 1.0%).",0.3; 1.0,cm; %
THCB085,"If the current through A₁ is 1.8 A and A₂ is 1.2 A, calculate the current in the third branch.","Step 1: Observe ammeter positions in image 284.png. A1 is total current (1.8 A) and A2 is branch current (1.2 A).
Step 2: Use Kirchhoff's Current Law: I_total (A1) = I_branch1 + I_branch2 (A2).
Step 3: Set up the equation: 1.8 A = I_branch1 + 1.2 A.
Step 4: Calculation: I_branch1 = 1.8 A - 1.2 A = 0.6 A.",I₃ = 0.6,A
THCB002,A voltmeter with a least count of 0.2 V reads 5.6 V. What is the relative error of the measurement?,"Step 1: Identify the measured value V = 5.6 V.
Step 2: Identify the absolute error (ΔV), which is equal to the least count of 0.2 V.
Step 3: Apply the formula for relative error: δV = ΔV / V.
Step 4: Calculate the value: δV = 0.2 / 5.6 ≈ 0.0357 (or 3.57%).",3.57,%
THCB108,"Three height measurements were taken: 120.0 cm, 119.8 cm, 120.2 cm. Calculate the mean value and the mean absolute error.","Step 1: Calculate mean height: (120.0 + 119.8 + 120.2) / 3 = 120.0 cm.
Step 2: Calculate individual deviations: |120.0 - 120.0| = 0.0; |119.8 - 120.0| = 0.2; |120.2 - 120.0| = 0.2.
Step 3: Calculate mean absolute error: (0.0 + 0.2 + 0.2) / 3.
Step 4: Final calculation: ≈ 0.133 cm.",120.0; 0.133,cm; cm
THCB077,"The power consumption of lamps D₁ and D₂ is 10W and 20W, respectively. Calculate the total power of the circuit.","Step 1: The total power in any circuit is the sum of power used by all components.
Step 2: Identify power for D1 (10W) and D2 (20W).
Step 3: Total circuit power = P1 + P2 = 10W + 20W = 30 W.",P_total = 30,W
THCB003,"Resistance R is calculated using the formula R = U/I, where U = 6.0 ± 0.1 V and I = 0.3 ± 0.01 A. What is the absolute error of R?","Step 1: Identify given values: U = 6.0 V, ΔU = 0.1 V, I = 0.3 A, and ΔI = 0.01 A.
Step 2: Calculate the nominal resistance: R = U / I = 6.0 / 0.3 = 20 Ω.
Step 3: Calculate the total relative error for a quotient (R = U/I): δR = δU + δI = (ΔU / U) + (ΔI / I).
Step 4: Substitute values: δR = (0.1 / 6.0) + (0.01 / 0.3) ≈ 0.0167 + 0.0333 = 0.05.
Step 5: Calculate absolute error of R: ΔR = R ⋅ δR = 20 ⋅ 0.05 = 1.0 Ω.",1.0,Ω
THCB079,"The current through lamp D₁ is 1.2 A, and the current through lamp D₂ is 0.8 A. Calculate the total current.","Step 1: Identify that Đ1 and Đ2 are connected in parallel.
Step 2: Apply Kirchhoff's Current Law: The total current (A1) is the sum of the currents in each branch.
Step 3: Identify given branch currents: I1 = 1.2 A and I2 = 0.8 A.
Step 4: Calculate total current: I_total = 1.2 A + 0.8 A = 2.0 A.",I_total = 2.0,A
THCB130,"he student's true height is 165.0 cm, and the student measured it as 164.0 cm. Calculate the absolute error and the relative percentage error.","Step 1: Calculate the absolute error: |164.0 - 165.0| = 1.0 cm.
Step 2: Calculate the relative error using the true height as the reference: 1.0 / 165.0.
Step 3: Convert to a percentage: (1.0 / 165.0) × 100%.
Step 4: Final calculation: ≈ 0.61%.",1.0; 0.61,cm; %
THCB076,Two light bulbs with resistances R₁ = 20Ω and R₂ = 10Ω are connected in parallel. A voltage of U = 10V is applied across the combination. Calculate the current flowing through each bulb.,"Step 1: Current through D1: I1 = 10V / 20Ω = 0.5 A.
Step 2: Current through D2 (measured by A2): I2 = 10V / 10Ω = 1.0 A.",I₁ = 0.5; I₂ = 1.0,A; A
THCB116,A student measured the length as 100.0 ± 0.5 cm. Calculate the percentage relative error.,"Step 1: Identify measured value 100.0 cm and absolute error 0.5 cm.
Step 2: Calculate the relative error: 0.5 / 100.0 = 0.005.
Step 3: Convert to a percentage: 0.005 × 100%.
Step 4: Final calculation: 0.5%.",0.5,%
THCB127,The measured value is 39.5 cm while the true value is 40.0 cm. Calculate the absolute error and the percentage relative error.,"Step 1: Calculate the absolute error: |39.5 - 40.0| = 0.5 cm.
Step 2: Calculate the relative error using the true value: 0.5 / 40.0.
Step 3: Convert to percentage: (0.5 / 40.0) × 100%.
Step 4: Final calculation: 1.25%",0.5; 1.25,cm; %
THCB070,"Two lamps are connected in parallel, with a total current of 1.2 A. If lamp D₁ is removed, what will be the total current (given that lamp D₂ draws 0.5 A)?","Step 1: In a parallel circuit, removing one lamp stops the current in that specific branch.
Step 2: The current through the remaining functional branch (D2) remains 0.5 A.
Step 3: Therefore, the new total current (A1) will simply be equal to the current of the remaining branch.
Step 4: Final calculation: Total current = 0.5 A.",I_total_new = 0.5,A
THCB107,"The true value of the temperature is 100°C, and the student measured 98.5°C. Calculate the absolute error and the relative error.","Step 1: Calculate absolute error: |98.5 - 100| = 1.5 °C.
Step 2: Calculate relative error: 1.5 / 100.
Step 3: Convert to percentage: (1.5 / 100) × 100%.
Step 4: Final calculation: 1.5%.",1.5; 1.5,°C; %
NL345,A coil has an inductance of 0.25 H. The current through it increases from 0 to 4 A. Calculate the magnetic field energy (J) stored.,"Step 1: Identify the given inductance (L) of the coil, which is 0.25 H.
Step 2: Identify the final current (I) flowing through the coil, which is 4 A.
Step 3: Recall the formula for the magnetic field energy (W_L) stored in an inductor: W_L = (1/2) × L × I^2.
Step 4: Substitute the given values into the formula: W_L = (1/2) × 0.25 H × (4 A)^2 = 2 J.",2,J
NL369,"In an oscillating LC circuit, when the current is 0.5 A, the magnetic field energy is 0.25 J. What is the inductance of the coil?","Step 1: Identify the given parameters from the problem: instantaneous current I = 0.5 A, and magnetic field energy W_L = 0.25 J.
Step 2: State the formula for the magnetic energy stored in an inductor: W_L = (1/2) × L × I².
Step 3: Rearrange the formula to solve for the inductance (L): L = (2 × W_L) / I².
Step 4: Substitute the given values into the rearranged formula: L = (2 × 0.25) / 0.5².
Step 5: Calculate the numerator: 2 × 0.25 = 0.5.
Step 6: Calculate the denominator (square of the current): 0.5² = 0.25.
Step 7: Perform the division to find the inductance: L = 0.5 / 0.25 = 2 H.",2,H
NL385,A parallel-plate capacitor is charged with a charge of 2 mC and a capacitance of 8 µF. Calculate the electric field energy.,"Step 1: Identify the given parameters: charge Q = 2 mC and capacitance C = 8 µF.
Step 2: Convert the given values to standard SI units: Q = 2 × 10⁻³ C and C = 8 × 10⁻⁶ F.
Step 3: State the formula for the electric field energy of a capacitor using charge and capacitance: W = Q² / (2 × C).
Step 4: Substitute the converted values into the formula: W = (2 × 10⁻³)² / (2 × 8 × 10⁻⁶).
Step 5: Calculate the square of the charge: (2 × 10⁻³)² = 4 × 10⁻⁶.
Step 6: Calculate the denominator: 2 × 8 × 10⁻⁶ = 16 × 10⁻⁶.
Step 7: Perform the division to find the energy: W = (4 × 10⁻⁶) / (16 × 10⁻⁶) = 4 / 16.
Step 8: Calculate the final result: W = 0.25 J.",0.25,J
NL104,"An inductor L = 0.6 H has a magnetic field energy of 0.54 mJ. Calculate the instantaneous current (unit: A, round the result to two decimal places).","Step 1: Identify the given values: the inductance L = 0.6 H and the magnetic field energy E = 0.54 mJ.
Step 2: Convert the magnetic field energy to Joules: E = 0.54 × 10⁻³ J.
Step 3: Recall the formula for magnetic energy stored in an inductor: E = (1/2) × L × I², where I is the instantaneous current.
Step 4: Rearrange the formula to solve for the current I: I = sqrt(2 × E / L) ≈ 0.04 A.",0.04,A
NL095,"An LC circuit oscillates with current i(t) = I₀cos(ωt). When i = 0, where is the energy stored?","Step 1: In an LC circuit, energy is continuously exchanged between the inductor and the capacitor.
Step 2: The energy stored in the inductor is in its magnetic field and is given by E_L = ½LI², where I is the current.
Step 3: The energy stored in the capacitor is in its electric field and is given by E_C = Q²/(2C), where Q is the charge on the capacitor.
Step 4: The problem states that the current i = 0. The substitution of i = 0 into the formula of E_L yields E_L = 0. Therefore, all the energy is stored in the electric field of the capacitor.",all the energy is stored in the electric field of the capacitor.,—
NL318,"In an ideal LC circuit, when the magnetic energy is half of the total energy, what is the electric energy?","Step 1: Identify that for an ideal LC circuit, the total energy (W_total) is conserved.
Step 2: State the conservation of energy principle for an LC circuit: W_total = W_C + W_L, where W_C is the electric energy and W_L is the magnetic energy.
Step 3: Use the given condition: the magnetic energy (W_L) is half of the total energy, so W_L = 0.5 × U_total.
Step 4: Substitute the condition from Step 3 into the energy conservation equation from Step 2: W_total = W_C + 0.5 × W_total. Rearrange the equation to solve for W_C: W_C = 0.5 × W_total. Therefore, when the magnetic energy is half of the total energy, the electric energy is also half of the total energy.",Half of the total energy,J
NL091,A capacitor with a capacitance of 10 μF is charged to 200 V and then isolated. The voltage then decreases to 100 V. What percentage (%) of the initial energy remains?,"Step 1: The electric field energy stored in a capacitor is mathematically defined by the fundamental equation E_C = 1/2 × C × U^2, where C represents capacitance and U represents voltage.
Step 2: The initial electric field energy E_C1 is established by the explicitly provided capacitance C = 10 × 10^-6 F and initial voltage U_1 = 200 V, yielding the mathematical expression E_C1 = 1/2 × (10 × 10^-6) × (200)^2.
Step 3: The final electric field energy E_C2 following the voltage decrease is established by the identical capacitance and the final voltage U_2 = 100 V, yielding the mathematical expression E_C2 = 1/2 × (10 × 10^-6) × (100)^2.
Step 4: The percentage of remaining initial energy is mathematically defined by the proportional ratio (E_C2 / E_C1) × 100, which algebraically simplifies to ((100)^2 / (200)^2) × 100. The final determined percentage of the initial energy that remains is 25%.",25,%
NL397,"In an ideal LC circuit, the total energy is 0.5 J. When the magnetic field energy is 0.3 J, what is the voltage across the capacitor with capacitance C = 10 µF?","CoT:
Step 1: Identify the given values: Total energy (U_total) = 0.5 J, magnetic field energy (U_B) = 0.3 J, and capacitance (C) = 10 µF = 10 × 10⁻⁶ F.
Step 2: Calculate the electric field energy (U_E) stored in the capacitor: U_E = U_total - U_B = 0.5 - 0.3 = 0.2 J.
Step 3: State the formula for the electric field energy: U_E = (1/2) × C × V²
Step 4: Rearrange the formula to solve for voltage (V): V = √(2 × U_E / C)
Step 5: Substitute the values into the formula: V = √(2 × 0.2 / (10 × 10⁻⁶))
Step 6: Calculate the value inside the square root: 0.4 / 10⁻⁵ = 40000.
Step 7: Calculate the final voltage: V = √40000 = 200 V.",200,V
NL099,A capacitor stores 3.6 mJ of electrical energy when the voltage across it is 120 V. Calculate its capacitance C (μF).,"Step 1: Identify the given values from the question: energy stored (E) = 3.6 mJ and voltage (U) = 120 V.
Step 2: Convert the energy from millijoules (mJ) to joules (J): E = 3.6 × 10⁻³ J.
Step 3: Recall the formula for the electrical energy stored in a capacitor: E = ½ C U².
Step 4: Rearrange the formula to solve for capacitance (C): C = 2E / U² = 0.50 μF.",0.50,μF
NL089,A capacitor has an electric field energy of 0.8 mJ when U = 80 V. Calculate the capacitance (μF).,"Step 1: Identify the given values: energy stored (E) = 0.8 mJ and voltage (U) = 80 V.
Step 2: Convert the energy from millijoules to joules: E = 0.8 × 10⁻³ J.
Step 3: Recall the formula for the energy stored in a capacitor: E = (1/2)CU², where C is the capacitance.
Step 4: Rearrange the formula to solve for capacitance (C): C = 2E / U² = 0.25 μF.",0.25,μF
NL129,A capacitor has a capacitance of 0.2 μF and a voltage of 400 V. Calculate the electric field energy (mJ).,"Step 1: Identify the given values: Capacitance (C) = 0.2 μF and Voltage (U) = 400 V.
Step 2: Convert the capacitance to Farads: C = 0.2 × 10⁻⁶ F.
Step 3: Recall the formula for the electric field energy (energy stored) in a capacitor: E = (1/2) × C × U².
Step 4: Substitute the given values into the formula: E = (1/2) × (0.2 × 10⁻⁶ F) × (400 V)² = 0.016 J = 16.00 mJ.",16.00,mJ
