id,question,cot,answer,unit,cot_final_value,answer_value,cot_final_unit,answer_unit,value_match,unit_match,match
THCB089,The measured length is 12.0 ± 0.1 cm. Calculate the percentage relative error.,"Step 1: Identify the measured value L = 12.0 cm and absolute uncertainty delta L = 0.1 cm.
Step 2: Use the formula for percentage relative error: (delta L / L) × 100%.
Step 3: Substitute the values: (0.1 / 12.0) × 100%.
Step 4: Final calculation: 0.83%.",0.83,%,0.83,0.83,cm,%,True,False,False
THCB090,"A student measured a height of 1.65 m, whereas the actual value is 1.70 m. Calculate the absolute error and the relative error.","Step 1: Identify actual value = 1.70 m and measured value = 1.65 m.
Step 2: Calculate absolute error: |1.65 - 1.70| = 0.05 m.
Step 3: Calculate relative error: Absolute Error / Actual Value = 0.05 / 1.70.
Step 4: Final calculation: 0.029 (or 2.9%).",0.05; 2.94,m; %,2.9,0.05,m,m; %,False,False,False
THCB091,The measured value is 8.00 ± 0.05 cm. Calculate the percentage relative error.,"Step 1: Identify measured value = 8.00 cm and absolute error = 0.05 cm.
Step 2: Calculate relative error: 0.05 / 8.00 = 0.00625.
Step 3: Convert to percentage: 0.00625 × 100%.
Step 4: Final calculation: 0.625%.",0.63,%,0.625,0.63,cm,%,False,False,False
THCB092,The instrument has a least count of 0.1 cm. The measured value is 5.0 cm. Calculate the percentage relative error.,"Step 1: Identify the least count of the instrument:
LC = 0.1 cm.

Step 2: The measured value is:
L = 5.0 cm.

Step 3: For a single measurement, using the same convention as the other least-count questions in this dataset, the absolute error is taken to be equal to the least count:
ΔL = 0.1 cm.

Step 4: Calculate the percentage relative error:
δL = (ΔL / L) × 100%.

Step 5: Substitute the values:
δL = (0.1 / 5.0) × 100% = 2.0%.

Step 6: Therefore, the percentage relative error is 2.0%.",2.0,%,2.0,2.0,cm,%,True,False,False
THCB093,"The true value is 30.0 cm, the measured result is 29.7 cm. Calculate the absolute error and the relative error.","Step 1: Identify true value = 30.0 cm and measured result = 29.7 cm.
Step 2: Calculate absolute error: |29.7 - 30.0| = 0.3 cm.
Step 3: Calculate relative error: 0.3 / 30.0.
Step 4: Final calculation: 0.01 (or 1.0%).",0.3; 1.0,cm; %,1.0,0.3,cm,cm; %,False,False,False
THCB094,Three mass measurements were taken: 100.2 g; 100.0 g; 100.4 g. Calculate the average mass and the average absolute error.,"Step 1: Identify measurements: 100.2 g, 100.0 g, 100.4 g.
Step 2: Calculate average mass: (100.2 + 100.0 + 100.4) / 3 = 100.2 g.
Step 3: Calculate individual deviations: |100.2 - 100.2| = 0; |100.0 - 100.2| = 0.2; |100.4 - 100.2| = 0.2.
Step 4: Calculate average absolute error: (0 + 0.2 + 0.2) / 3 ≈ 0.133 g.",100.2; 0.133,g; g,0.133,100.2,,g; g,False,False,False
THCB095,The measured voltage is 6.0 ± 0.2 V. Calculate the percentage relative error.,"Step 1: Identify measured voltage = 6.0 V and absolute error = 0.2 V.
Step 2: Calculate relative error: 0.2 / 6.0 ≈ 0.0333.
Step 3: Convert to percentage: 0.0333 × 100%.
Step 4: Final calculation: 3.33%.",3.33,%,3.33,3.33,V,%,True,False,False
THCB096,The length of an object is measured as 45.0 ± 0.5 cm. Calculate the percentage relative error.,"Step 1: Identify measured length = 45.0 cm and absolute error = 0.5 cm.
Step 2: Calculate relative error: 0.5 / 45.0 ≈ 0.0111.
Step 3: Convert to percentage: 0.0111 × 100%.
Step 4: Final calculation: 1.11%.",1.11,%,1.11,1.11,cm,%,True,False,False
THCB097,"The measured value is 20.3 cm, while the true value is 20.0 cm. Calculate the absolute error and the relative error.","Step 1: Identify values: Measured = 20.3 cm, True = 20.0 cm.
Step 2: Calculate absolute error: |20.3 - 20.0| = 0.3 cm.
Step 3: Calculate relative error: 0.3 / 20.0.
Step 4: Final calculation: 0.015 (or 1.5%).",0.3; 1.5,cm; %,1.5,0.3,cm,cm; %,False,False,False
THCB098,Three length measurements: 14.0 cm; 14.1 cm; 13.9 cm. Calculate the mean value and the average absolute error.,"Step 1: Identify measurements: 14.0, 14.1, 13.9 cm.
Step 2: Calculate mean value: (14.0 + 14.1 + 13.9) / 3 = 14.0 cm.
Step 3: Calculate individual deviations: |14.0 - 14.0| = 0; |14.1 - 14.0| = 0.1; |13.9 - 14.0| = 0.1.
Step 4: Calculate average absolute error: (0 + 0.1 + 0.1) / 3 ≈ 0.067 cm.",14.0; 0.067,cm; cm,0.067,14.0,cm,cm; cm,False,False,False
THCB099,A student measured the temperature as 36.5 ± 0.2 °C. Calculate the percentage relative error.,"Step 1: Identify the measured value T = 36.5 °C and the absolute uncertainty ΔT = 0.2 °C.
Step 2: Apply the formula for percentage relative error: (ΔT / T) × 100%.
Step 3: Substitute the values: (0.2 / 36.5) × 100%.
Step 4: Final calculation: ≈ 0.55%.",0.55,%,0.55,0.55,C,%,True,False,False
THCB100,"The actual weight is 75.0 kg, and a student measured 74.2 kg. Calculate the absolute error and the percentage relative error.","Step 1: Calculate absolute error: |74.2 - 75.0| = 0.8 kg.
Step 2: Calculate relative error using the actual value as the reference: 0.8 / 75.0.
Step 3: Convert to percentage: (0.8 / 75.0) × 100%.
Step 4: Final calculation: ≈ 1.07%.",0.8; 1.07,kg; %,1.07,0.8,kg,kg; %,False,False,False
THCB101,The length is measured as 60.0 ± 0.3 cm. Calculate the percentage relative uncertainty (or percentage relative error).,"Step 1: Identify measured length L = 60.0 cm and absolute uncertainty ΔL = 0.3 cm.
Step 2: Calculate relative uncertainty: 0.3 / 60.0 = 0.005.
Step 3: Convert to percentage: 0.005 × 100%.
Step 4: Final calculation: 0.5%.",0.5,%,0.5,0.5,cm,%,True,False,False
THCB102,A pressure gauge has a least count of 0.2 atm. It measures a pressure of 2.0 atm. Calculate the percentage relative error.,"Step 1: Identify measured pressure P = 2.0 atm. Use the least count as the absolute uncertainty for a single reading: ΔP = 0.2 .
Step 2: Calculate relative error: ΔP / P = 0.2 / 2.0.
Step 3: Convert to percentage: (0.2 / 2.0) × 100%.
Step 4: Final calculation: 10.0%.",10.0,%,10.0,10.0,,%,True,False,False
THCB103,"The measured value is 100.0 cm, and the absolute error is 0.5 cm. Calculate the percentage relative error.","Step 1: Identify values: Measured value x = 100.0 cm, Absolute error Δx = 0.5 cm.
Step 2: Calculate relative error: 0.5 / 100.0 = 0.005.
Step 3: Convert to percentage: 0.005 × 100%.
Step 4: Final calculation: 0.5%.",0.5,%,0.5,0.5,cm,%,True,False,False
THCB104,Mass was measured three times: 50.0 g; 49.8 g; 50.2 g. Calculate the average mass and the average absolute error.,"Step 1: Calculate the average mass: (50.0 + 49.8 + 50.2) / 3 = 50.0 g.
Step 2: Calculate individual absolute deviations: |50.0 - 50.0| = 0.0 g; |49.8 - 50.0| = 0.2 g; |50.2 - 50.0| = 0.2 g.
Step 3: Calculate average absolute error: (0.0 + 0.2 + 0.2) / 3.
Step 4: Final calculation: ≈ 0.133 g.",50.0; 0.133,g; g,0.133,50.0,,g; g,False,False,False
THCB105,The measured voltage is 4.0 ± 0.1 V. Calculate the percentage relative uncertainty.,"Step 1: Identify measured voltage V = 4.0 V and absolute uncertainty ΔV = 0.1 V.
Step 2: Calculate relative uncertainty: 0.1 / 4.0 = 0.025.
Step 3: Convert to percentage: 0.025 × 100%.
Step 4: Final calculation: 2.5%.",2.5,%,2.5,2.5,V,%,True,False,False
THCB106,A student measures the volume of water as 500 ± 5 ml. Calculate the percentage relative error.,"Step 1: Identify measured volume V = 500 ml and absolute error ΔV = 5 ml.
Step 2: Calculate relative error: 5 / 500 = 0.01.
Step 3: Convert to percentage: 0.01 × 100%.
Step 4: Final calculation: 1.0%",1.0,%,1.0,1.0,V,%,True,False,False
THCB107,"The true value of the temperature is 100°C, and the student measured 98.5°C. Calculate the absolute error and the relative error.","Step 1: Calculate absolute error: |98.5 - 100| = 1.5 °C.
Step 2: Calculate relative error: 1.5 / 100.
Step 3: Convert to percentage: (1.5 / 100) × 100%.
Step 4: Final calculation: 1.5%.",1.5; 1.5,°C; %,1.5,1.5,C,°C; %,True,False,False
THCB108,"Three height measurements were taken: 120.0 cm, 119.8 cm, 120.2 cm. Calculate the mean value and the mean absolute error.","Step 1: Calculate mean height: (120.0 + 119.8 + 120.2) / 3 = 120.0 cm.
Step 2: Calculate individual deviations: |120.0 - 120.0| = 0.0; |119.8 - 120.0| = 0.2; |120.2 - 120.0| = 0.2.
Step 3: Calculate mean absolute error: (0.0 + 0.2 + 0.2) / 3.
Step 4: Final calculation: ≈ 0.133 cm.",120.0; 0.133,cm; cm,0.133,120.0,cm,cm; cm,False,False,False
THCB109,Mass measurement result: 200.0 ± 1.0 g. Calculate the percentage relative uncertainty.,"Step 1: Identify the measured value M = 200.0 g and absolute uncertainty ΔM = 1.0 g.
Step 2: Use the formula for percentage relative uncertainty: (ΔM / M) × 100%.
Step 3: Substitute the values: (1.0 / 200.0) × 100%.
Step 4: Final calculation: 0.5%.",0.5,%,0.5,0.5,,%,True,False,False
THCB110,An object has an **actual length** of 150.0 cm. A student measured it as 149.2 cm. Calculate the **absolute error** and **relative error.,"Step 1: Calculate the absolute error: |149.2 - 150.0| = 0.8 cm.
Step 2: Calculate the relative error using the actual length as the reference: 0.8 / 150.0.
Step 3: Convert to a percentage for clarity: (0.8 / 150.0) × 100%.
Step 4: Final calculation: ≈ 0.53%.",0.8; 0.53,cm; %,0.53,0.8,cm,cm; %,False,False,False
THCB111,The measured value is 30.0 ± 0.2 cm. Calculate the percentage relative error.,"Step 1: Identify measured value L = 30.0 cm and absolute uncertainty ΔL = 0.2 cm.
Step 2: Calculate relative uncertainty: 0.2 / 30.0 ≈ 0.00667.
Step 3: Convert to percentage: 0.00667 × 100%.
Step 4: Final calculation: ≈ 0.67%.",0.67,%,0.67,0.67,cm,%,True,False,False
THCB112,An instrument has a least count of 0.5°C and measured 25°C. Calculate the percentage relative error.,"Step 1: Identify the least count as 0.5°C. For a single measurement, the absolute uncertainty is typically taken as the least count itself or half of it depending on the convention; here we use the least count: ΔT = 0.5°C.
Step 2: Identify the measured value T = 25°C.
Step 3: Calculate the percentage relative error: (0.5 / 25) × 100%.
Step 4: Final calculation: 2.0%.",2.0,%,2.0,2.0,C,%,True,False,False
THCB113,"The measured value is 80.0 cm, and the absolute error is 0.4 cm. Calculate the percent relative error.","Step 1: Identify the measured value x = 80.0 cm and the absolute error Δx = 0.4 cm.
Step 2: Use the percent relative error formula: relative error = (Δx / x) × 100%.
Step 3: Substitute the values: relative error = (0.4 / 80.0) × 100%.
Step 4: Final calculation: relative error = 0.5%.",0.5,%,0.5,0.5,cm,%,True,False,False
THCB114,Three voltage readings: 9.9V; 10.1V; 10.0V. Calculate the average voltage and the average absolute error.,"Step 1: Calculate the average voltage: (9.9 + 10.1 + 10.0) / 3 = 10.0 V.
Step 2: Calculate individual absolute deviations: |9.9 - 10.0| = 0.1 V; |10.1 - 10.0| = 0.1 V; |10.0 - 10.0| = 0.0 V.
Step 3: Calculate the average absolute error: (0.1 + 0.1 + 0.0) / 3.
Step 4: Final calculation: ≈ 0.067 V.",10.0; 0.067,V; V,0.067,10.0,V,V; V,False,False,False
THCB115,The force measurement result: 15.0 ± 0.3 N. Calculate the percentage relative error.,"Step 1: Identify measured force F = 15.0 N and absolute uncertainty ΔF = 0.3 N.
Step 2: Calculate relative error: 0.3 / 15.0 = 0.02.
Step 3: Convert to percentage: 0.02 × 100%.
Step 4: Final calculation: 2.0%.",2.0,%,2.0,2.0,N,%,True,False,False
THCB116,A student measured the length as 100.0 ± 0.5 cm. Calculate the percentage relative error.,"Step 1: Identify measured value 100.0 cm and absolute error 0.5 cm.
Step 2: Calculate the relative error: 0.5 / 100.0 = 0.005.
Step 3: Convert to a percentage: 0.005 × 100%.
Step 4: Final calculation: 0.5%.",0.5,%,0.5,0.5,cm,%,True,False,False
THCB117,"The measured value is 60.2 cm, and the true value is 60.0 cm. Calculate the absolute error and the relative error.","Step 1: Calculate the absolute error: |60.2 - 60.0| = 0.2 cm.
Step 2: Calculate the relative error using the true value: 0.2 / 60.0.
Step 3: Convert to a percentage: (0.2 / 60.0) × 100%.
Step 4: Final calculation: ≈ 0.33%.",0.2; 0.33,cm; %,0.33,0.2,cm,cm; %,False,False,False
THCB118,Three temperature measurements: 36.6°C; 36.8°C; 36.7°C. Calculate the mean and the mean absolute error.,"Step 1: Calculate the mean temperature: (36.6 + 36.8 + 36.7) / 3 = 36.7 °C.
Step 2: Calculate individual deviations: |36.6 - 36.7| = 0.1; |36.8 - 36.7| = 0.1; |36.7 - 36.7| = 0.
Step 3: Calculate the mean absolute error: (0.1 + 0.1 + 0) / 3.
Step 4: Final calculation: ≈ 0.067 °C.",36.7; 0.067,°C; °C,0.067,36.7,C,°C; °C,False,False,False
THCB119,The resistance measurement result is: 12.0 ± 0.2 Ω. Calculate the percentage relative uncertainty.,"Step 1: Identify the measured resistance R = 12.0 Ω and absolute uncertainty ΔR = 0.2 Ω.
Step 2: Calculate the relative uncertainty: 0.2 / 12.0 ≈ 0.0167.
Step 3: Convert to percentage: 0.0167 × 100%.
Step 4: Final calculation: 1.67%.",1.67,%,1.67,1.67,Ω,%,True,False,False
THCB120,"The actual weight is 65.0 kg, and a student measured 64.5 kg. Calculate the absolute error and the relative error.","Step 1: Calculate the absolute error: |64.5 - 65.0| = 0.5 kg.
Step 2: Calculate the relative error using the actual weight: 0.5 / 65.0.
Step 3: Convert to percentage: (0.5 / 65.0) × 100%.
Step 4: Final calculation: ≈ 0.77%.",0.5; 0.77,kg; %,0.77,0.5,kg,kg; %,False,False,False
THCB121,A ruler has a least count of 0.2 cm and is used to measure a length of 8.0 cm. Calculate the percentage relative error.,"Step 1: Identify the least count as 0.2 cm. For a standard measurement, the absolute uncertainty is the least count: ΔL = 0.2 cm.
Step 2: Identify the measured length L = 8.0 cm.
Step 3: Calculate the percentage relative error: (0.2 / 8.0) × 100%.
Step 4: Final calculation: 2.5%.",2.5,%,2.5,2.5,cm,%,True,False,False
THCB122,"The measured value is 150.0 cm, and the absolute error is 0.3 cm. Calculate the percentage relative error.","Step 1: Identify measured value 150.0 cm and absolute error 0.3 cm.
Step 2: Calculate the relative error: 0.3 / 150.0 = 0.002.
Step 3: Convert to percentage: 0.002 × 100%.
Step 4: Final calculation: 0.2%.",0.2,%,0.2,0.2,cm,%,True,False,False
THCB123,"Three current measurements were taken: 1.9 A, 2.0 A, 2.1 A. Calculate the average current and the mean absolute error.","Step 1: Calculate the average current: (1.9 + 2.0 + 2.1) / 3 = 2.0 A.
Step 2: Calculate individual deviations: |1.9 - 2.0| = 0.1 A; |2.0 - 2.0| = 0.0 A; |2.1 - 2.0| = 0.1 A.
Step 3: Calculate the mean absolute error: (0.1 + 0.0 + 0.1) / 3.
Step 4: Final calculation: ≈ 0.067 A.",2.0; 0.067,A; A,0.067,2.0,A,A; A,False,False,False
THCB124,The measured voltage is 5.00 ± 0.10 V. Calculate the percentage relative error.,"Step 1: Identify measured voltage 5.00 V and absolute error 0.10 V.
Step 2: Calculate the relative error: 0.10 / 5.00 = 0.02.
Step 3: Convert to percentage: 0.02 × 100%.
Step 4: Final calculation: 2.0%.",2.0,%,2.0,2.0,V,%,True,False,False
THCB125,A student measures the length of a table as 1.20 m using a ruler with a least count (or smallest division) of 0.01 m. Calculate the percentage relative error.,"Step 1: Identify measured length L = 1.20 m and least count ΔL = 0.01 m.
Step 2: Calculate the relative error: 0.01 / 1.20 ≈ 0.00833.
Step 3: Convert to percentage: 0.00833 × 100%.
Step 4: Final calculation: ≈ 0.83%.",0.83,%,0.83,0.83,m,%,True,False,False
THCB126,The measured length is 70.0 ± 0.2 cm. Calculate the percentage relative uncertainty.,"Step 1: Identify measured value 70.0 cm and absolute uncertainty 0.2 cm.
Step 2: Calculate the relative uncertainty: 0.2 / 70.0 ≈ 0.00286.
Step 3: Convert to percentage: 0.00286 × 100%.
Step 4: Final calculation: ≈ 0.29%.",0.29,%,0.29,0.29,cm,%,True,False,False
THCB127,The measured value is 39.5 cm while the true value is 40.0 cm. Calculate the absolute error and the percentage relative error.,"Step 1: Calculate the absolute error: |39.5 - 40.0| = 0.5 cm.
Step 2: Calculate the relative error using the true value: 0.5 / 40.0.
Step 3: Convert to percentage: (0.5 / 40.0) × 100%.
Step 4: Final calculation: 1.25%",0.5; 1.25,cm; %,1.25,0.5,cm,cm; %,False,False,False
THCB128,"Three mass measurements were taken: 200.5 g, 200.3 g, and 200.2 g. Calculate the average mass and the average absolute error.","Step 1: List the three mass measurements:
m1 = 200.5 g,
m2 = 200.3 g,
m3 = 200.2 g.

Step 2: Calculate the mean mass:
m_avg = (200.5 + 200.3 + 200.2) / 3
      = 601.0 / 3
      = 200.333... g
      ≈ 200.3 g.

Step 3: Calculate the absolute deviations from the mean:
|m1 - m_avg| = |200.5 - 200.333...| ≈ 0.167 g,
|m2 - m_avg| = |200.3 - 200.333...| ≈ 0.033 g,
|m3 - m_avg| = |200.2 - 200.333...| ≈ 0.133 g.

Step 4: Calculate the average absolute error:
Δm_avg = (0.167 + 0.033 + 0.133) / 3
       ≈ 0.111 g
       ≈ 0.11 g.

Step 5: Therefore, the average mass is approximately 200.3 g, and the average absolute error is approximately 0.11 g.",200.3; 0.11,g; g,0.11,200.3,,g; g,False,False,False
THCB129,Voltage measurement result: 220.0 ± 1.0 V. Calculate the percentage relative error.,"Step 1: Identify measured voltage V = 220.0 V and absolute uncertainty delta V = 1.0 V.
Step 2: Apply the formula for percentage relative error: (delta V / V) × 100%.
Step 3: Substitute the values: (1.0 / 220.0) × 100%.
Step 4: Final calculation: ≈ 0.45%.",0.45,%,0.45,0.45,V,%,True,False,False
THCB130,"he student's true height is 165.0 cm, and the student measured it as 164.0 cm. Calculate the absolute error and the relative percentage error.","Step 1: Calculate the absolute error: |164.0 - 165.0| = 1.0 cm.
Step 2: Calculate the relative error using the true height as the reference: 1.0 / 165.0.
Step 3: Convert to a percentage: (1.0 / 165.0) × 100%.
Step 4: Final calculation: ≈ 0.61%.",1.0; 0.61,cm; %,0.61,1.0,cm,cm; %,False,False,False
THCB131,The measuring instrument has a least count of 0.1 cm. The measured value is 10.0 cm. Calculate the percentage relative error.,"Step 1: Identify the least count as 0.1 cm. In standard measurement practice, the absolute error is taken as the least count: delta L = 0.1 cm.
Step 2: Identify the measured value L = 10.0 cm.
Step 3: Calculate the percentage relative error: (0.1 / 10.0) × 100%.
Step 4: Final calculation: 1.0%.",1.0,%,1.0,1.0,cm,%,True,False,False
THCB132,The measured value is 75.0 cm with an absolute error of 0.3 cm. Calculate the percentage relative error.,"Step 1: Identify measured value 75.0 cm and absolute error 0.3 cm.
Step 2: Calculate the relative error: 0.3 / 75.0 = 0.004.
Step 3: Convert the relative error to a percentage: 0.004 × 100%.
Step 4: Final calculation: 0.4%.",0.4,%,0.4,0.4,cm,%,True,False,False
THCB133,Three temperature measurements: 20.1°C; 20.0°C; 19.9°C. Calculate the average temperature and the average absolute error.,"Step 1: Calculate average temperature: (20.1 + 20.0 + 19.9) / 3 = 20.0 °C.
Step 2: Calculate individual deviations: |20.1 - 20.0| = 0.1; |20.0 - 20.0| = 0.0; |19.9 - 20.0| = 0.1.
Step 3: Calculate the average absolute error: (0.1 + 0.0 + 0.1) / 3.
Step 4: Final calculation: ≈ 0.067 °C.",20.0; 0.067,°C; °C,0.067,20.0,C,°C; °C,False,False,False
THCB134,The measured current is 3.00 ± 0.05 A. Calculate the percent relative uncertainty.,"Step 1: Identify measured current I = 3.00 A and absolute uncertainty delta I = 0.05 A.
Step 2: Calculate the relative uncertainty: 0.05 / 3.00 ≈ 0.0167.
Step 3: Convert to percentage: 0.0167 × 100%.
Step 4: Final calculation: ≈ 1.67%.",1.67,%,1.67,1.67,A,%,True,False,False
THCB135,A student measured the time as 120.0 ± 0.5 s. Calculate the percentage relative uncertainty.,"Step 1: Identify measured time t = 120.0 s and absolute uncertainty delta t = 0.5 s.
Step 2: Calculate the relative uncertainty: 0.5 / 120.0 ≈ 0.00417.
Step 3: Convert to percentage: 0.00417 × 100%.
Step 4: Final calculation: ≈ 0.42%.",0.42,%,0.42,0.42,s,%,True,False,False
NL001,A capacitor with a capacitance of C = 20 μF is charged to 100 V. Calculate the energy (mJ) stored in the capacitor.,"Step 1: Identify the given values: Capacitance (C) = 20 μF and Voltage (U) = 100 V.
Step 2: Convert the capacitance to the standard SI unit (Farads): C = 20 × 10⁻⁶ F.
Step 3: Recall the formula for the energy (E) stored in a capacitor: E = (1/2)CU².
Step 4: Substitute the given values into the formula: E = (1/2) × (20 × 10⁻⁶ F) × (100 V)²  = 0.1 J = 100.00 mJ.",100.00,mJ,100.0,100.0,J,mJ,True,False,False
NL002,"A capacitor has a capacitance C = 50 μF, and the voltage across its plates is 60 V. Calculate the energy (mJ) stored in the electric field.","Step 1: Identify the given capacitance (C) from the question: C = 50 μF.
Step 2: Identify the given voltage (U) across the plates from the question: U = 60 V.
Step 3: Convert the capacitance from microfarads (μF) to farads (F): C = 50 × 10⁻⁶ F = 5 × 10⁻⁵ F.
Step 4: Recall the formula for the energy (E) stored in a capacitor: E = (1/2)CU² = (1/2) × 5 × 10⁻⁵ × 60² = 0.09 J = 90.00 mJ.",90.00,mJ,90.0,90.0,J,mJ,True,False,False
NL003,"An inductor has an inductance L = 0.2 H, and the current flowing through it is 3 A. Calculate the magnetic field energy (mJ) stored in the inductor.","Step 1: Identify the given inductance (L) and current (I) from the question.
Step 2: The inductance L = 0.2 H.
Step 3: The current I = 3 A.
Step 4: Use the formula for the magnetic field energy (E) stored in an inductor: E = (1/2) × L × I^2 = (1/2) × 0.2 × 3^2 = 0.9 J = 900.00 mJ.",900.00,mJ,900.0,900.0,J,mJ,True,False,False
NL004,An inductor has an inductance L = 0.5 H and carries a current of 2 A. Calculate the magnetic field energy (mJ).,"Step 1: Identify the given values from the question.
Step 2: The inductance (L) is 0.5 H and the current (I) is 2 A.
Step 3: Recall the formula for the magnetic field energy (E) stored in an inductor: E = (1/2) × L × I^2.
Step 4: Substitute the given values into the formula: E = (1/2) × (0.5 H) × (2 A)^2 = 1 J = 1000.00 mJ.",1000.00,mJ,1000.0,1000.0,J,mJ,True,False,False
NL008,"An inductor has a magnetic field energy of 0.45 mJ, and the current through it is 0.3 A. Calculate the inductance (H).","Step 1: Identify the given magnetic field energy (E_L) as 0.45 mJ and the current (I) as 0.3 A.
Step 2: Convert the magnetic field energy from millijoules to joules: E_L = 0.45 × 10⁻³ J.
Step 3: Recall the formula for the energy stored in an inductor: E_L = (1/2) × L × I², where L is the inductance.
Step 4: Rearrange the formula to solve for inductance (L): L = (2 × E_L) / I² = 0.01 H.",0.01,H,0.01,0.01,J,H,True,False,False
NL009,"A capacitor has a voltage of U = 200 V, and the stored electric field energy is 2 mJ. Calculate the capacitance (μF) of the capacitor.","Step 1: Identify the given voltage U = 200 V of the capacitor from the question.
Step 2: Identify the given stored electric field energy W = 2 mJ = 2 × 10^-3 J.
Step 3: State the formula for the energy stored in a capacitor: W = (1/2) × C × U².
Step 4: Rearrange the formula to solve for capacitance (C): C = 2 × W / U² = 0.10 μF.",0.10,μF,0.1,0.1,W,μF,True,False,False
NL010,"An inductor has a current of 4 A, and its magnetic field energy is 3.2 mJ. Calculate its inductance (H).","Step 1: Identify the given values from the question. The current (I) in the inductor is 4 A, and the magnetic field energy (E) stored is 3.2 mJ.
Step 2: Recall the formula for the energy stored in an inductor: E = (1/2) × L × I^2, where L is the inductance.
Step 3: Convert the energy from milli-Joules (mJ) to Joules (J): E = 3.2 × 10^-3 J.
Step 4: Rearrange the formula to solve for the inductance (L): L = 2E / I^2 = 0.0004 H.",0.0004,H,0.0004,0.0004,J,H,True,False,False
NL011,A capacitor has a capacitance C = 30 μF and a voltage U = 120 V. Calculate the energy (mJ) stored in the electric field.,"Step 1: Identify the given capacitance (C) and voltage (U).
Step 2: The capacitance C is 30 μF, which is 30 × 10⁻⁶ F. The voltage U is 120 V.
Step 3: Recall the formula for the energy (E) stored in a capacitor: E = 1/2 × C × U².
Step 4: Substitute the given values into the formula: E = 1/2 × (30 × 10⁻⁶ F) × (120 V)² = 216.00 mJ.",216.00,mJ,216.0,216.0,V,mJ,True,False,False
NL012,"A capacitor is charged to U = 80 V, and the stored electrical energy is 1.28 mJ. Calculate the capacitance (μF) of the capacitor.","Step 1: Identify the given values from the question: the voltage U = 80 V and the stored electrical energy E = 1.28 mJ.
Step 2: Convert the energy to SI units: E = 1.28 × 10⁻³ J.
Step 3: Recall the formula for the electrical energy stored in a capacitor, which is E = (1/2)CU².
Step 4: Rearrange the formula to solve for capacitance C: C = 2E / U² = 0.40 μF.",0.40,μF,0.4,0.4,C,μF,True,False,False
NL014,"An inductor has an inductance L = 0.4 H, and the current flowing through it is 2.5 A. Calculate the magnetic field energy (mJ).","Step 1: Identify the given values from the question: Inductance L = 0.4 H and current I = 2.5 A.
Step 2: Recall the formula for the magnetic field energy (E) stored in an inductor: E = (1/2) × L × I^2.
Step 3: Substitute the given values into the formula: E = (1/2) × (0.4 H) × (2.5 A)^2.
Step 4: Calculate the energy: E = 0.5 × 0.4 × 6.25 = 0.2 × 6.25 = 1.25 J = 1250.00 mJ.",1250.00,mJ,1250.0,1250.0,J,mJ,True,False,False
NL016,An inductor has a current of 1.8 A and a magnetic field energy of 3.24 mJ. Calculate the inductance L (H).,"Step 1: Identify the given values from the question: Current (I) = 1.8 A and magnetic field energy (E) = 3.24 mJ.
Step 2: Convert the magnetic field energy from millijoules to joules: E = 3.24 mJ = 3.24 × 10⁻³ J.
Step 3: Recall the formula for the energy stored in an inductor: E = (1/2) × L × I², where L is the inductance.
Step 4: Rearrange the formula to solve for L: L = (2 × E) / I² = 0.002 H.",0.002,H,0.002,0.002,J,H,True,False,False
NL018,"A capacitor stores 0.75 mJ of energy when the voltage across it is 150 V. Calculate its capacitance (unit: μF, round the result to two decimal places).","Step 1: Identify the given energy stored in the capacitor E = 0.75 mJ and the voltage across it U = 150 V.
Step 2: Convert the energy from millijoules (mJ) to joules (J): E = 0.75 mJ = 0.75 × 10^-3 J.
Step 3: Use the formula for energy stored in a capacitor: E = (1/2) × C × U^2.
Step 4: Rearrange the formula to solve for capacitance (C): C = 2 × E / U^2 ≈ 0.07 μF.",0.07,μF,0.07,0.07,C,μF,True,False,False
NL019,An inductor has a current of 2 A and a magnetic energy of 0.5 mJ. Calculate its inductance (mH).,"Step 1: Identify the given current (I) as 2 A and the given magnetic energy (E) as 0.5 mJ.
Step 2: Convert the magnetic energy from millijoules (mJ) to joules (J): E = 0.5 mJ = 0.5 × 10^-3 J.
Step 3: Recall the formula for magnetic energy stored in an inductor: E = (1/2) × L × I^2, where L is inductance.
Step 4: Rearrange the formula to solve for L: L = (2 × E) / I² = 0.25 mH.",0.25,mH,0.25,0.25,J,mH,True,False,False
NL020,An inductor has an inductance of 0.6 H and a current of 1.5 A. Calculate the magnetic field energy (mJ).,"Step 1: Identify the given values from the question: Inductance (L) = 0.6 H and Current (I) = 1.5 A.
Step 2: Recall the formula for the magnetic field energy (E_B) stored in an inductor: E_B = (1/2) × L × I^2.
Step 3: Substitute the given values into the formula: E_B = (1/2) × (0.6 H) × (1.5 A)^2.
Step 4: The final calculated value is: E_B = 0.675 J = 675.00 mJ.",675.00,mJ,675.0,675.0,J,mJ,True,False,False
